date,TD,BMO,BNS,RBC,CM
2016-08-22,43.91999816894531,65.05999755859375,51.470001220703125,77.29000091552734,38.779998779296875
2016-08-23,44.2599983215332,66.94000244140625,52.209999084472656,78.9800033569336,39.345001220703125
2016-08-24,44.54999923706055,66.76000213623047,53.060001373291016,78.75,39.41999816894531
2016-08-25,44.4900016784668,67.0999984741211,53.25,79.04000091552734,39.880001068115234
2016-08-26,44.11000061035156,66.779998779296875,53,78.37999725341797,39.959999084472656
2016-08-29,44.630001068115234,66.80999755859375,52.86000061035156,78.62999725341797,40.040000915527344
2016-08-30,44.84000015258789,66.62000274658203,53.459999084472656,79.41999816894531,39.88999938964844
2016-08-31,44.599998474121094,66.30000305175781,53.220001220703125,79.089996337890625,39.63999938964844
2016-09-01,44.849998474121094,66.5199966430664,53.619998931884766,78.98999786376953,39.849998474121094
2016-09-02,45.27000045776367,67.05999755859375,54.33000183105469,79.75,40.130001068115234
2016-09-06,45.65999984741211,67.44999694824219,54.95000076293945,78.5,40.375
2016-09-07,45.31999969482422,67.06999969482422,54.790000915527344,79.3499984741211,40.23500061035156
2016-09-08,45.029998779296875,66.63999938964844,54.38999938964844,78.62000274658203,40.04499816894531
2016-09-09,44.470001220703125,65.61000061035156,53.47999954223633,75.779998779296875,39.375
2016-09-12,44.400001525878906,65.62999725341797,53.349998474121094,76.470001220703125,39.14500045776367
2016-09-13,43.5,64.41999816894531,52.09000015258789,74.30000305175781,38.404998779296875
2016-09-14,43.16999816894531,64.36000061035156,52.18000030517578,73.87000274658203,38.415000915527344
2016-09-15,43.7400016784668,65.089996337890625,53.2599983215332,74.62999725341797,38.65999984741211
2016-09-16,43.279998779296875,64.5,52.900001525878906,74.33000183105469,38.16999816894531
2016-09-19,43.34000015258789,64.61000061035156,53.0099983215332,74.779998779296875,38.20500183105469
2016-09-20,43.61000061035156,64.63999938964844,53.310001373291016,74.51000213623047,38.32500076293945
2016-09-21,44.150001525878906,65.589996337890625,53.970001220703125,75.660003662109375,39.064998626708984
2016-09-22,44.599998474121094,66.1500015258789,54.439998626708984,77.05000305175781,39.36000061035156
2016-09-23,44.150001525878906,65.0999984741211,53.4900016784668,76.160003662109375,38.845001220703125
2016-09-26,43.72999954223633,64.61000061035156,53.2599983215332,75.56999969482422,37.97999954223633
2016-09-27,43.88999938964844,64.93000030517578,53.09000015258789,75.79000091552734,38.10499954223633
2016-09-28,44.5099983215332,65.80999755859375,53.9900016784668,76.68000030517578,38.619998931884766
2016-09-29,44.310001373291016,65.3499984741211,53.65999984741211,75.88999938964844,38.38999938964844
2016-09-30,44.400001525878906,65.56999969482422,52.9900016784668,76.4800033569336,38.76499938964844
2016-10-03,44.459999084472656,65.44999694824219,52.970001220703125,75.9800033569336,38.494998931884766
2016-10-04,44.27000045776367,63.900001525878906,52.630001068115234,76.6500015258789,37.91999816894531
2016-10-05,44.13999938964844,63.849998474121094,52.95000076293945,77.51000213623047,37.90999984741211
2016-10-06,44.040000915527344,63.630001068115234,52.779998779296875,77.86000061035156,37.720001220703125
2016-10-07,43.84000015258789,63.150001525878906,52.31999969482422,76.26000213623047,37.55500030517578
2016-10-10,44.040000915527344,63.650001525878906,52.83000183105469,75.7699966430664,37.81999969482422
2016-10-11,43.75,63.40999984741211,52.77000045776367,74.08000183105469,37.584999084472656
2016-10-12,43.68000030517578,63.56999969482422,52.810001373291016,74.51000213623047,37.72999954223633
2016-10-13,44.130001068115234,64.01000213623047,53.16999816894531,73.31999969482422,37.970001220703125
2016-10-14,44.349998474121094,64.29000091552734,53.41999816894531,71.29000091552734,38.13999938964844
2016-10-17,44.540000915527344,64.470001220703125,53.400001525878906,70.4800033569336,38.14500045776367
2016-10-18,44.939998626708984,64.94999694824219,53.93000030517578,71.38999938964844,38.525001525878906
2016-10-19,45.0099983215332,64.94000244140625,54,71.779998779296875,38.47999954223633
2016-10-20,44.86000061035156,64.6500015258789,53.720001220703125,71.05000305175781,38.08000183105469
2016-10-21,45.029998779296875,64.16999816894531,53.459999084472656,71.0999984741211,37.755001068115234
2016-10-24,44.939998626708984,64.43000030517578,53.619998931884766,71.589996337890625,37.6150016784668
2016-10-25,45.16999816894531,64.51000213623047,53.77000045776367,70.6500015258789,37.63999938964844
2016-10-26,45.310001373291016,64.79000091552734,53.630001068115234,70.339996337890625,37.619998931884766
2016-10-27,45.380001068115234,64.95999908447266,53.959999084472656,69.44000244140625,37.65999984741211
2016-10-28,45.22999954223633,63.77000045776367,53.849998474121094,70.11000061035156,37.71500015258789
2016-10-31,45.380001068115234,63.599998474121094,53.7599983215332,71.3499984741211,37.47999954223633
2016-11-01,45.34000015258789,63.38999938964844,53.790000915527344,69.589996337890625,37.07500076293945
2016-11-02,45.13999938964844,63,53.27000045776367,68.23999786376953,36.47999954223633
2016-11-03,45.06999969482422,63.08000183105469,53.5099983215332,70.1500015258789,36.630001068115234
2016-11-04,44.540000915527344,62.52000045776367,52.88999938964844,70.31999969482422,36.61000061035156
2016-11-07,45.15999984741211,63.52000045776367,53.68000030517578,71.029998779296875,37.290000915527344
2016-11-08,45.4900016784668,63.880001068115234,54.279998779296875,71.12999725341797,37.540000915527344
2016-11-09,45.2599983215332,63.93000030517578,53.52000045776367,73.7699966430664,37.75
2016-11-10,45.880001068115234,63.900001525878906,53.20000076293945,78.4800033569336,37.915000915527344
2016-11-11,45.529998779296875,63.529998779296875,52.45000076293945,82.37999725341797,37.665000915527344
2016-11-14,46.38999938964844,63.93000030517578,51.58000183105469,81.98999786376953,37.904998779296875
2016-11-15,46.43000030517578,64.63999938964844,52.369998931884766,82.20999908447266,38.3650016784668
2016-11-16,46.400001525878906,64.55000305175781,52.52000045776367,81.16999816894531,38.314998626708984
2016-11-17,46.4900016784668,64.86000061035156,53.040000915527344,80.55999755859375,38.3650016784668
2016-11-18,46.849998474121094,65.01000213623047,53.279998779296875,80.12000274658203,38.52000045776367
2016-11-21,47.2599983215332,65.910003662109375,54.20000076293945,82,39.099998474121094
2016-11-22,47.290000915527344,65.70999908447266,54.02000045776367,83.55000305175781,39.084999084472656
